month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,resale_price,source,remaining_lease,remaining_lease_years,remaining_lease_months,remaining_lease_computed,failure_reason,rid
2015-04-01,TOA PAYOH,5 ROOM,97,LOR 3 TOA PAYOH,04 TO 06,122.0,Improved,1993,760000.0,Jan2015-Dec2016 (Registration),76.0,65,6,65 years 06 months,anomaly,
2015-04-01,TOA PAYOH,4 ROOM,152,LOR 2 TOA PAYOH,31 TO 33,91.0,Model A,2006,750000.0,Jan2015-Dec2016 (Registration),89.0,78,6,78 years 06 months,anomaly,
2015-04-01,TOA PAYOH,4 ROOM,79A,TOA PAYOH CTRL,25 TO 27,76.0,Model A,2009,636888.0,Jan2015-Dec2016 (Registration),93.0,81,6,81 years 06 months,anomaly,
2015-04-01,TOA PAYOH,5 ROOM,122,LOR 2 TOA PAYOH,07 TO 09,120.0,Improved,1999,788000.0,Jan2015-Dec2016 (Registration),83.0,71,6,71 years 06 months,anomaly,
2015-04-01,TAMPINES,EXECUTIVE,856D,TAMPINES ST 82,07 TO 09,146.0,Maisonette,1995,773000.0,Jan2015-Dec2016 (Registration),79.0,67,6,67 years 06 months,anomaly,
2015-04-01,TAMPINES,EXECUTIVE,310,TAMPINES ST 32,04 TO 06,153.0,Apartment,1993,758500.0,Jan2015-Dec2016 (Registration),77.0,65,6,65 years 06 months,anomaly,
2015-04-01,TAMPINES,EXECUTIVE,942,TAMPINES AVE 5,04 TO 06,154.0,Maisonette,1988,747500.0,Jan2015-Dec2016 (Registration),72.0,60,6,60 years 06 months,anomaly,
2015-04-01,TAMPINES,EXECUTIVE,147,TAMPINES AVE 5,07 TO 09,142.0,Apartment,1985,730000.0,Jan2015-Dec2016 (Registration),69.0,57,6,57 years 06 months,anomaly,
2015-04-01,BISHAN,EXECUTIVE,192,BISHAN ST 13,22 TO 24,149.0,Maisonette,1987,1050000.0,Jan2015-Dec2016 (Registration),71.0,59,6,59 years 06 months,anomaly,
2015-04-01,BISHAN,EXECUTIVE,257,BISHAN ST 22,07 TO 09,146.0,Maisonette,1992,812000.0,Jan2015-Dec2016 (Registration),76.0,64,6,64 years 06 months,anomaly,
2015-04-01,BISHAN,5 ROOM,179,BISHAN ST 13,16 TO 18,121.0,Improved,1987,780000.0,Jan2015-Dec2016 (Registration),71.0,59,6,59 years 06 months,anomaly,
2015-04-01,BISHAN,5 ROOM,178,BISHAN ST 13,07 TO 09,121.0,Improved,1987,745000.0,Jan2015-Dec2016 (Registration),71.0,59,6,59 years 06 months,anomaly,
2015-04-01,BUKIT MERAH,3 ROOM,26A,JLN MEMBINA,19 TO 21,60.0,Model A,2008,498000.0,Jan2015-Dec2016 (Registration),92.0,80,6,80 years 06 months,anomaly,
2015-04-01,BUKIT PANJANG,4 ROOM,181,JELEBU RD,25 TO 27,94.0,Premium Apartment,2003,530000.0,Jan2015-Dec2016 (Registration),87.0,75,6,75 years 06 months,anomaly,
2015-04-01,BUKIT PANJANG,EXECUTIVE,542,JELAPANG RD,10 TO 12,142.0,Maisonette,1999,753000.0,Jan2015-Dec2016 (Registration),83.0,71,6,71 years 06 months,anomaly,
2015-04-01,BUKIT MERAH,3 ROOM,26D,JLN MEMBINA,22 TO 24,60.0,Model A,2009,528000.0,Jan2015-Dec2016 (Registration),92.0,81,6,81 years 06 months,anomaly,
2015-04-01,BUKIT MERAH,5 ROOM,53,HAVELOCK RD,37 TO 39,114.0,Improved,2013,915000.0,Jan2015-Dec2016 (Registration),97.0,85,6,85 years 06 months,anomaly,
2015-04-01,BUKIT MERAH,5 ROOM,121,KIM TIAN PL,13 TO 15,115.0,Improved,2001,828000.0,Jan2015-Dec2016 (Registration),84.0,73,6,73 years 06 months,anomaly,
2015-04-01,BUKIT MERAH,5 ROOM,36,JLN RUMAH TINGGI,10 TO 12,119.0,Improved,1999,768000.0,Jan2015-Dec2016 (Registration),82.0,71,6,71 years 06 months,anomaly,
2015-04-01,BUKIT MERAH,4 ROOM,75A,REDHILL RD,22 TO 24,100.0,Model A,2005,778000.0,Jan2015-Dec2016 (Registration),89.0,77,6,77 years 06 months,anomaly,
2015-04-01,BUKIT MERAH,4 ROOM,21,JLN MEMBINA,13 TO 15,90.0,Model A,2003,725000.0,Jan2015-Dec2016 (Registration),87.0,75,6,75 years 06 months,anomaly,
2015-04-01,BUKIT MERAH,5 ROOM,1,DELTA AVE,13 TO 15,119.0,Improved,1983,770000.0,Jan2015-Dec2016 (Registration),67.0,55,6,55 years 06 months,anomaly,
2015-04-01,ANG MO KIO,5 ROOM,596C,ANG MO KIO ST 52,13 TO 15,110.0,Improved,2002,780000.0,Jan2015-Dec2016 (Registration),86.0,74,6,74 years 06 months,anomaly,
2015-04-01,BEDOK,4 ROOM,221A,BEDOK CTRL,07 TO 09,87.0,Model A,2010,615000.0,Jan2015-Dec2016 (Registration),94.0,82,6,82 years 06 months,anomaly,
2015-04-01,BISHAN,3 ROOM,307,SHUNFU RD,10 TO 12,67.0,New Generation,1985,445000.0,Jan2015-Dec2016 (Registration),69.0,57,6,57 years 06 months,anomaly,
2015-04-01,BEDOK,EXECUTIVE,640,BEDOK RESERVOIR RD,13 TO 15,146.0,Apartment,1993,725000.0,Jan2015-Dec2016 (Registration),77.0,65,6,65 years 06 months,anomaly,
2015-04-01,BUKIT TIMAH,5 ROOM,17,TOH YI DR,10 TO 12,128.0,Improved,1988,820000.0,Jan2015-Dec2016 (Registration),72.0,60,6,60 years 06 months,anomaly,
2015-04-01,HOUGANG,5 ROOM,836,HOUGANG CTRL,04 TO 06,117.0,Improved,1997,650000.0,Jan2015-Dec2016 (Registration),81.0,69,6,69 years 06 months,anomaly,
2015-04-01,HOUGANG,EXECUTIVE,374,HOUGANG ST 31,16 TO 18,141.0,Apartment,2000,756000.0,Jan2015-Dec2016 (Registration),83.0,72,6,72 years 06 months,anomaly,
2015-04-01,HOUGANG,EXECUTIVE,853,HOUGANG CTRL,10 TO 12,138.0,Apartment,1997,773000.0,Jan2015-Dec2016 (Registration),80.0,69,6,69 years 06 months,anomaly,
2015-04-01,HOUGANG,EXECUTIVE,850,HOUGANG CTRL,13 TO 15,135.0,Apartment,1997,800000.0,Jan2015-Dec2016 (Registration),80.0,69,6,69 years 06 months,anomaly,
2015-04-01,JURONG WEST,4 ROOM,517E,JURONG WEST ST 52,04 TO 06,95.0,Model A,2000,550000.0,Jan2015-Dec2016 (Registration),84.0,72,6,72 years 06 months,anomaly,
2015-04-01,JURONG WEST,3 ROOM,339D,KANG CHING RD,13 TO 15,67.0,Model A,2012,368000.0,Jan2015-Dec2016 (Registration),95.0,84,6,84 years 06 months,anomaly,
2015-04-01,CHOA CHU KANG,5 ROOM,641,CHOA CHU KANG ST 64,07 TO 09,123.0,Premium Apartment,1998,570000.0,Jan2015-Dec2016 (Registration),81.0,70,6,70 years 06 months,anomaly,
2015-04-01,CHOA CHU KANG,4 ROOM,641,CHOA CHU KANG ST 64,13 TO 15,100.0,Premium Apartment,1998,495000.0,Jan2015-Dec2016 (Registration),81.0,70,6,70 years 06 months,anomaly,
2015-04-01,CENTRAL AREA,5 ROOM,1G,CANTONMENT RD,28 TO 30,107.0,Type S2,2011,1060000.0,Jan2015-Dec2016 (Registration),94.0,83,6,83 years 06 months,anomaly,
2015-04-01,CENTRAL AREA,5 ROOM,1A,CANTONMENT RD,46 TO 48,107.0,Type S2,2011,1050000.0,Jan2015-Dec2016 (Registration),94.0,83,6,83 years 06 months,anomaly,
2015-04-01,CENTRAL AREA,5 ROOM,1C,CANTONMENT RD,10 TO 12,106.0,Type S2,2011,948888.0,Jan2015-Dec2016 (Registration),94.0,83,6,83 years 06 months,anomaly,
2015-04-01,CENTRAL AREA,4 ROOM,1E,CANTONMENT RD,37 TO 39,95.0,Type S1,2011,918000.0,Jan2015-Dec2016 (Registration),94.0,83,6,83 years 06 months,anomaly,
2015-04-01,CENTRAL AREA,4 ROOM,1C,CANTONMENT RD,22 TO 24,93.0,Type S1,2011,860000.0,Jan2015-Dec2016 (Registration),94.0,83,6,83 years 06 months,anomaly,
2015-04-01,CENTRAL AREA,4 ROOM,1D,CANTONMENT RD,16 TO 18,93.0,Type S1,2011,828000.0,Jan2015-Dec2016 (Registration),94.0,83,6,83 years 06 months,anomaly,
2015-04-01,CENTRAL AREA,4 ROOM,1D,CANTONMENT RD,04 TO 06,93.0,Type S1,2011,818000.0,Jan2015-Dec2016 (Registration),94.0,83,6,83 years 06 months,anomaly,
2015-04-01,CENTRAL AREA,4 ROOM,1E,CANTONMENT RD,13 TO 15,95.0,Type S1,2011,808000.0,Jan2015-Dec2016 (Registration),94.0,83,6,83 years 06 months,anomaly,
2015-04-01,CENTRAL AREA,4 ROOM,1G,CANTONMENT RD,16 TO 18,95.0,Type S1,2011,801000.0,Jan2015-Dec2016 (Registration),94.0,83,6,83 years 06 months,anomaly,
2015-04-01,CENTRAL AREA,4 ROOM,1G,CANTONMENT RD,04 TO 06,93.0,Type S1,2011,793800.0,Jan2015-Dec2016 (Registration),94.0,83,6,83 years 06 months,anomaly,
2015-04-01,CENTRAL AREA,3 ROOM,533,UPP CROSS ST,16 TO 18,68.0,Improved,1980,548000.0,Jan2015-Dec2016 (Registration),64.0,52,6,52 years 06 months,anomaly,
2015-04-01,CENTRAL AREA,4 ROOM,1C,CANTONMENT RD,07 TO 09,95.0,Type S1,2011,804000.0,Jan2015-Dec2016 (Registration),94.0,83,6,83 years 06 months,anomaly,
2015-04-01,GEYLANG,5 ROOM,45,JLN TIGA,07 TO 09,110.0,Improved,2005,785000.0,Jan2015-Dec2016 (Registration),89.0,77,6,77 years 06 months,anomaly,
2015-04-01,GEYLANG,5 ROOM,23,HAIG RD,13 TO 15,118.0,Improved,1981,755000.0,Jan2015-Dec2016 (Registration),65.0,53,6,53 years 06 months,anomaly,
2015-04-01,GEYLANG,5 ROOM,417,EUNOS RD 5,13 TO 15,140.0,Model A-Maisonette,1984,750000.0,Jan2015-Dec2016 (Registration),68.0,56,6,56 years 06 months,anomaly,
2015-04-01,CLEMENTI,4 ROOM,333,CLEMENTI AVE 2,07 TO 09,92.0,New Generation,1978,590000.0,Jan2015-Dec2016 (Registration),62.0,50,6,50 years 06 months,anomaly,
2015-04-01,CLEMENTI,5 ROOM,356,CLEMENTI AVE 2,19 TO 21,117.0,Standard,1978,730000.0,Jan2015-Dec2016 (Registration),61.0,50,6,50 years 06 months,anomaly,
2015-04-01,CLEMENTI,5 ROOM,357,CLEMENTI AVE 2,22 TO 24,117.0,Standard,1978,740000.0,Jan2015-Dec2016 (Registration),61.0,50,6,50 years 06 months,anomaly,
2015-05-01,QUEENSTOWN,5 ROOM,52,STRATHMORE AVE,10 TO 12,110.0,Improved,2006,870000.0,Jan2015-Dec2016 (Registration),90.0,78,6,78 years 06 months,anomaly,
2015-05-01,QUEENSTOWN,5 ROOM,132,CLARENCE LANE,04 TO 06,121.0,Improved,1996,870000.0,Jan2015-Dec2016 (Registration),80.0,68,6,68 years 06 months,anomaly,
2015-05-01,QUEENSTOWN,5 ROOM,13,GHIM MOH RD,22 TO 24,120.0,Standard,1977,815000.0,Jan2015-Dec2016 (Registration),60.0,49,6,49 years 06 months,anomaly,
2015-05-01,QUEENSTOWN,4 ROOM,129,CLARENCE LANE,10 TO 12,104.0,Model A,1996,800000.0,Jan2015-Dec2016 (Registration),80.0,68,6,68 years 06 months,anomaly,
2015-05-01,QUEENSTOWN,4 ROOM,18D,HOLLAND DR,16 TO 18,87.0,Model A,2012,780000.0,Jan2015-Dec2016 (Registration),96.0,84,6,84 years 06 months,anomaly,
2015-05-01,QUEENSTOWN,4 ROOM,90,TANGLIN HALT RD,34 TO 36,90.0,Model A,2008,750000.0,Jan2015-Dec2016 (Registration),92.0,80,6,80 years 06 months,anomaly,
2015-05-01,QUEENSTOWN,4 ROOM,18D,HOLLAND DR,37 TO 39,87.0,Model A,2012,725000.0,Jan2015-Dec2016 (Registration),96.0,84,6,84 years 06 months,anomaly,
2015-05-01,SENGKANG,5 ROOM,268D,COMPASSVALE LINK,13 TO 15,111.0,Premium Apartment,2006,575000.0,Jan2015-Dec2016 (Registration),89.0,78,6,78 years 06 months,anomaly,
2015-05-01,KALLANG/WHAMPOA,EXECUTIVE,10,JLN BATU,10 TO 12,141.0,Apartment,1986,769000.0,Jan2015-Dec2016 (Registration),69.0,58,6,58 years 06 months,anomaly,
2015-05-01,KALLANG/WHAMPOA,3 ROOM,5A,UPP BOON KENG RD,25 TO 27,67.0,Model A,2012,568000.0,Jan2015-Dec2016 (Registration),96.0,84,6,84 years 06 months,anomaly,
2015-05-01,KALLANG/WHAMPOA,4 ROOM,38A,BENDEMEER RD,19 TO 21,92.0,Model A,2012,730000.0,Jan2015-Dec2016 (Registration),96.0,84,6,84 years 06 months,anomaly,
2015-05-01,PASIR RIS,EXECUTIVE,607,ELIAS RD,13 TO 15,149.0,Apartment,1995,735000.0,Jan2015-Dec2016 (Registration),79.0,67,6,67 years 06 months,anomaly,
2015-05-01,WOODLANDS,EXECUTIVE,818,WOODLANDS ST 82,10 TO 12,177.0,Apartment,1994,770000.0,Jan2015-Dec2016 (Registration),78.0,66,6,66 years 06 months,anomaly,
2015-05-01,YISHUN,EXECUTIVE,652,YISHUN AVE 4,07 TO 09,169.0,Apartment,1992,810000.0,Jan2015-Dec2016 (Registration),76.0,64,6,64 years 06 months,anomaly,
2015-05-01,SERANGOON,EXECUTIVE,321,SERANGOON AVE 2,04 TO 06,141.0,Apartment,1986,728000.0,Jan2015-Dec2016 (Registration),69.0,58,6,58 years 06 months,anomaly,
2015-05-01,TOA PAYOH,EXECUTIVE,237,LOR 1 TOA PAYOH,01 TO 03,146.0,Maisonette,1986,790000.0,Jan2015-Dec2016 (Registration),70.0,58,6,58 years 06 months,anomaly,
2015-05-01,TOA PAYOH,5 ROOM,81,LOR 4 TOA PAYOH,16 TO 18,122.0,Improved,1997,868000.0,Jan2015-Dec2016 (Registration),80.0,69,6,69 years 06 months,anomaly,
2015-05-01,TOA PAYOH,5 ROOM,136,POTONG PASIR AVE 3,10 TO 12,147.0,Model A-Maisonette,1984,858000.0,Jan2015-Dec2016 (Registration),68.0,56,6,56 years 06 months,anomaly,
2015-05-01,TOA PAYOH,5 ROOM,144,LOR 2 TOA PAYOH,04 TO 06,110.0,Improved,2002,738888.0,Jan2015-Dec2016 (Registration),86.0,74,6,74 years 06 months,anomaly,
2015-05-01,TOA PAYOH,4 ROOM,79E,TOA PAYOH CTRL,40 TO 42,90.0,Model A,2009,760000.0,Jan2015-Dec2016 (Registration),93.0,81,6,81 years 06 months,anomaly,
2015-05-01,TOA PAYOH,4 ROOM,79E,TOA PAYOH CTRL,34 TO 36,76.0,Model A,2009,651000.0,Jan2015-Dec2016 (Registration),92.0,81,6,81 years 06 months,anomaly,
2015-05-01,TOA PAYOH,4 ROOM,79A,TOA PAYOH CTRL,25 TO 27,76.0,Model A,2009,630000.0,Jan2015-Dec2016 (Registration),92.0,81,6,81 years 06 months,anomaly,
2015-05-01,TAMPINES,EXECUTIVE,148,TAMPINES AVE 5,07 TO 09,142.0,Apartment,1985,782000.0,Jan2015-Dec2016 (Registration),68.0,57,6,57 years 06 months,anomaly,
2015-05-01,TAMPINES,EXECUTIVE,858,TAMPINES AVE 5,01 TO 03,154.0,Maisonette,1988,738000.0,Jan2015-Dec2016 (Registration),71.0,60,6,60 years 06 months,anomaly,
2015-05-01,TAMPINES,5 ROOM,515D,TAMPINES CTRL 7,07 TO 09,109.0,Dbss,2008,728000.0,Jan2015-Dec2016 (Registration),92.0,80,6,80 years 06 months,anomaly,
2015-05-01,BUKIT BATOK,EXECUTIVE,288A,BT BATOK ST 25,16 TO 18,144.0,Apartment,1997,800000.0,Jan2015-Dec2016 (Registration),81.0,69,6,69 years 06 months,anomaly,
2015-05-01,BUKIT MERAH,3 ROOM,48,MOH GUAN TER,01 TO 03,60.0,Standard,1973,613000.0,Jan2015-Dec2016 (Registration),56.0,45,6,45 years 06 months,anomaly,
2015-05-01,BUKIT MERAH,3 ROOM,2,EVERTON PK,07 TO 09,72.0,New Generation,1980,516000.0,Jan2015-Dec2016 (Registration),64.0,52,6,52 years 06 months,anomaly,
2015-05-01,BUKIT MERAH,3 ROOM,13,CANTONMENT CL,13 TO 15,60.0,Model A,2003,495000.0,Jan2015-Dec2016 (Registration),86.0,75,6,75 years 06 months,anomaly,
2015-05-01,BUKIT MERAH,3 ROOM,1,EVERTON PK,10 TO 12,72.0,New Generation,1980,485000.0,Jan2015-Dec2016 (Registration),64.0,52,6,52 years 06 months,anomaly,
2015-05-01,BUKIT MERAH,3 ROOM,6,EVERTON PK,10 TO 12,72.0,New Generation,1980,475000.0,Jan2015-Dec2016 (Registration),64.0,52,6,52 years 06 months,anomaly,
2015-05-01,BUKIT MERAH,3 ROOM,4,EVERTON PK,10 TO 12,72.0,New Generation,1980,472000.0,Jan2015-Dec2016 (Registration),64.0,52,6,52 years 06 months,anomaly,
2015-05-01,BUKIT MERAH,4 ROOM,5,DELTA AVE,04 TO 06,91.0,New Generation,1985,590000.0,Jan2015-Dec2016 (Registration),69.0,57,6,57 years 06 months,anomaly,
2015-05-01,BUKIT TIMAH,EXECUTIVE,3,TOH YI DR,04 TO 06,146.0,Maisonette,1988,895000.0,Jan2015-Dec2016 (Registration),72.0,60,6,60 years 06 months,anomaly,
2015-05-01,BUKIT TIMAH,EXECUTIVE,6,TOH YI DR,10 TO 12,146.0,Maisonette,1989,845000.0,Jan2015-Dec2016 (Registration),73.0,61,6,61 years 06 months,anomaly,
2015-05-01,BUKIT TIMAH,5 ROOM,1,QUEEN'S RD,19 TO 21,123.0,Standard,1974,860000.0,Jan2015-Dec2016 (Registration),57.0,46,6,46 years 06 months,anomaly,
2015-05-01,BUKIT TIMAH,5 ROOM,13,TOH YI DR,10 TO 12,128.0,Improved,1988,818000.0,Jan2015-Dec2016 (Registration),72.0,60,6,60 years 06 months,anomaly,
2015-05-01,BUKIT TIMAH,4 ROOM,12,TOH YI DR,10 TO 12,104.0,Model A,1989,750000.0,Jan2015-Dec2016 (Registration),73.0,61,6,61 years 06 months,anomaly,
2015-05-01,BUKIT TIMAH,4 ROOM,18,TOH YI DR,01 TO 03,88.0,Simplified,1989,650000.0,Jan2015-Dec2016 (Registration),73.0,61,6,61 years 06 months,anomaly,
2015-05-01,BUKIT PANJANG,EXECUTIVE,528,JELAPANG RD,16 TO 18,148.0,Maisonette,1999,730000.0,Jan2015-Dec2016 (Registration),82.0,71,6,71 years 06 months,anomaly,
2015-05-01,BUKIT MERAH,4 ROOM,16,CANTONMENT CL,04 TO 06,75.0,Model A,2003,628000.0,Jan2015-Dec2016 (Registration),86.0,75,6,75 years 06 months,anomaly,
2015-05-01,BUKIT MERAH,5 ROOM,69,REDHILL CL,28 TO 30,115.0,Improved,2001,850000.0,Jan2015-Dec2016 (Registration),84.0,73,6,73 years 06 months,anomaly,
2015-05-01,BUKIT MERAH,5 ROOM,109,SPOTTISWOODE PK RD,10 TO 12,123.0,Standard,1979,820000.0,Jan2015-Dec2016 (Registration),63.0,51,6,51 years 06 months,anomaly,
2015-05-01,BUKIT MERAH,5 ROOM,119B,KIM TIAN RD,25 TO 27,110.0,Improved,2002,805000.0,Jan2015-Dec2016 (Registration),86.0,74,6,74 years 06 months,anomaly,
2015-05-01,BUKIT MERAH,5 ROOM,131B,KIM TIAN RD,07 TO 09,110.0,Improved,2002,797000.0,Jan2015-Dec2016 (Registration),85.0,74,6,74 years 06 months,anomaly,
2015-05-01,BUKIT MERAH,5 ROOM,87,TELOK BLANGAH HTS,13 TO 15,111.0,Improved,2003,766000.0,Jan2015-Dec2016 (Registration),86.0,75,6,75 years 06 months,anomaly,
2015-05-01,BUKIT MERAH,5 ROOM,134,JLN BT MERAH,01 TO 03,129.0,Improved,1997,730000.0,Jan2015-Dec2016 (Registration),80.0,69,6,69 years 06 months,anomaly,
2015-05-01,BUKIT MERAH,4 ROOM,77A,REDHILL RD,28 TO 30,100.0,Model A,2005,830000.0,Jan2015-Dec2016 (Registration),89.0,77,6,77 years 06 months,anomaly,
2015-05-01,BUKIT MERAH,4 ROOM,58,HAVELOCK RD,25 TO 27,94.0,Model A,2013,750000.0,Jan2015-Dec2016 (Registration),97.0,85,6,85 years 06 months,anomaly,
2015-05-01,BUKIT MERAH,4 ROOM,9,CANTONMENT CL,16 TO 18,90.0,Model A,2002,750000.0,Jan2015-Dec2016 (Registration),86.0,74,6,74 years 06 months,anomaly,
2015-05-01,BUKIT MERAH,4 ROOM,25A,JLN MEMBINA,07 TO 09,90.0,Model A,2008,738000.0,Jan2015-Dec2016 (Registration),92.0,80,6,80 years 06 months,anomaly,
2015-05-01,BUKIT MERAH,4 ROOM,26C,JLN MEMBINA,16 TO 18,85.0,Model A,2009,730000.0,Jan2015-Dec2016 (Registration),92.0,81,6,81 years 06 months,anomaly,
2015-05-01,BUKIT MERAH,4 ROOM,13,CANTONMENT CL,22 TO 24,90.0,Model A,2003,730000.0,Jan2015-Dec2016 (Registration),86.0,75,6,75 years 06 months,anomaly,
2015-05-01,BUKIT MERAH,4 ROOM,16,CANTONMENT CL,19 TO 21,75.0,Model A,2003,688000.0,Jan2015-Dec2016 (Registration),86.0,75,6,75 years 06 months,anomaly,
2015-05-01,BUKIT MERAH,4 ROOM,19,JLN MEMBINA,10 TO 12,90.0,Model A,2003,760000.0,Jan2015-Dec2016 (Registration),87.0,75,6,75 years 06 months,anomaly,
2015-05-01,ANG MO KIO,EXECUTIVE,614,ANG MO KIO AVE 4,04 TO 06,147.0,Apartment,1996,750000.0,Jan2015-Dec2016 (Registration),80.0,68,6,68 years 06 months,anomaly,
2015-05-01,ANG MO KIO,EXECUTIVE,616,ANG MO KIO AVE 4,04 TO 06,148.0,Maisonette,1996,835000.0,Jan2015-Dec2016 (Registration),80.0,68,6,68 years 06 months,anomaly,
2015-05-01,BEDOK,EXECUTIVE,629,BEDOK RESERVOIR RD,07 TO 09,165.0,Apartment,1993,740000.0,Jan2015-Dec2016 (Registration),76.0,65,6,65 years 06 months,anomaly,
2015-05-01,BEDOK,EXECUTIVE,104,LENGKONG TIGA,04 TO 06,146.0,Maisonette,1989,810000.0,Jan2015-Dec2016 (Registration),72.0,61,6,61 years 06 months,anomaly,
2015-05-01,BISHAN,EXECUTIVE,219,BISHAN ST 23,07 TO 09,146.0,Maisonette,1992,995000.0,Jan2015-Dec2016 (Registration),75.0,64,6,64 years 06 months,anomaly,
2015-05-01,BISHAN,EXECUTIVE,450,SIN MING AVE,22 TO 24,160.0,Maisonette,1989,950000.0,Jan2015-Dec2016 (Registration),73.0,61,6,61 years 06 months,anomaly,
2015-05-01,BISHAN,EXECUTIVE,231,BISHAN ST 23,16 TO 18,146.0,Maisonette,1992,920000.0,Jan2015-Dec2016 (Registration),75.0,64,6,64 years 06 months,anomaly,
2015-05-01,BISHAN,EXECUTIVE,245,BISHAN ST 22,04 TO 06,147.0,Maisonette,1992,890000.0,Jan2015-Dec2016 (Registration),76.0,64,6,64 years 06 months,anomaly,
2015-05-01,BISHAN,5 ROOM,196,BISHAN ST 13,07 TO 09,121.0,Improved,1987,793000.0,Jan2015-Dec2016 (Registration),70.0,59,6,59 years 06 months,anomaly,
2015-05-01,BISHAN,5 ROOM,183,BISHAN ST 13,01 TO 03,121.0,Improved,1987,745000.0,Jan2015-Dec2016 (Registration),70.0,59,6,59 years 06 months,anomaly,
2015-05-01,BISHAN,5 ROOM,205,BISHAN ST 23,04 TO 06,138.0,Model A,1992,732000.0,Jan2015-Dec2016 (Registration),75.0,64,6,64 years 06 months,anomaly,
2015-05-01,BISHAN,4 ROOM,291,BISHAN ST 24,28 TO 30,122.0,Premium Apartment,1998,792800.0,Jan2015-Dec2016 (Registration),82.0,70,6,70 years 06 months,anomaly,
2015-05-01,BEDOK,3 ROOM,219D,BEDOK CTRL,16 TO 18,69.0,Model A,2010,490000.0,Jan2015-Dec2016 (Registration),94.0,82,6,82 years 06 months,anomaly,
2015-05-01,CENTRAL AREA,4 ROOM,1F,CANTONMENT RD,13 TO 15,95.0,Type S1,2011,795000.0,Jan2015-Dec2016 (Registration),94.0,83,6,83 years 06 months,anomaly,
2015-05-01,JURONG EAST,EXECUTIVE,287B,JURONG EAST ST 21,16 TO 18,140.0,Apartment,1998,815000.0,Jan2015-Dec2016 (Registration),82.0,70,6,70 years 06 months,anomaly,
2015-05-01,JURONG EAST,EXECUTIVE,287A,JURONG EAST ST 21,19 TO 21,140.0,Apartment,1998,812000.0,Jan2015-Dec2016 (Registration),82.0,70,6,70 years 06 months,anomaly,
2015-05-01,JURONG EAST,EXECUTIVE,287D,JURONG EAST ST 21,10 TO 12,145.0,Maisonette,1998,795000.0,Jan2015-Dec2016 (Registration),82.0,70,6,70 years 06 months,anomaly,
2015-05-01,JURONG EAST,EXECUTIVE,287A,JURONG EAST ST 21,13 TO 15,143.0,Apartment,1998,773000.0,Jan2015-Dec2016 (Registration),82.0,70,6,70 years 06 months,anomaly,
2015-05-01,JURONG EAST,EXECUTIVE,288C,JURONG EAST ST 21,04 TO 06,142.0,Maisonette,2000,751000.0,Jan2015-Dec2016 (Registration),83.0,72,6,72 years 06 months,anomaly,
2015-05-01,CENTRAL AREA,4 ROOM,8,TG PAGAR PLAZA,13 TO 15,83.0,Improved,1980,678000.0,Jan2015-Dec2016 (Registration),64.0,52,6,52 years 06 months,anomaly,
2015-05-01,CENTRAL AREA,5 ROOM,1B,CANTONMENT RD,22 TO 24,107.0,Type S2,2011,998000.0,Jan2015-Dec2016 (Registration),94.0,83,6,83 years 06 months,anomaly,
2015-05-01,CENTRAL AREA,5 ROOM,1A,CANTONMENT RD,31 TO 33,107.0,Type S2,2011,980000.0,Jan2015-Dec2016 (Registration),94.0,83,6,83 years 06 months,anomaly,
2015-05-01,CENTRAL AREA,5 ROOM,1F,CANTONMENT RD,04 TO 06,105.0,Type S2,2011,880000.0,Jan2015-Dec2016 (Registration),94.0,83,6,83 years 06 months,anomaly,
2015-05-01,CENTRAL AREA,4 ROOM,1F,CANTONMENT RD,37 TO 39,95.0,Type S1,2011,900000.0,Jan2015-Dec2016 (Registration),94.0,83,6,83 years 06 months,anomaly,
2015-05-01,CENTRAL AREA,4 ROOM,1G,CANTONMENT RD,37 TO 39,95.0,Type S1,2011,898000.0,Jan2015-Dec2016 (Registration),94.0,83,6,83 years 06 months,anomaly,
2015-05-01,CENTRAL AREA,4 ROOM,1F,CANTONMENT RD,43 TO 45,93.0,Type S1,2011,883000.0,Jan2015-Dec2016 (Registration),94.0,83,6,83 years 06 months,anomaly,
2015-05-01,CENTRAL AREA,4 ROOM,1E,CANTONMENT RD,22 TO 24,93.0,Type S1,2011,860000.0,Jan2015-Dec2016 (Registration),94.0,83,6,83 years 06 months,anomaly,
2015-05-01,CENTRAL AREA,4 ROOM,1G,CANTONMENT RD,28 TO 30,97.0,Type S1,2011,858000.0,Jan2015-Dec2016 (Registration),94.0,83,6,83 years 06 months,anomaly,
2015-05-01,CENTRAL AREA,4 ROOM,1B,CANTONMENT RD,13 TO 15,95.0,Type S1,2011,840000.0,Jan2015-Dec2016 (Registration),94.0,83,6,83 years 06 months,anomaly,
2015-05-01,CENTRAL AREA,4 ROOM,1F,CANTONMENT RD,16 TO 18,95.0,Type S1,2011,825000.0,Jan2015-Dec2016 (Registration),94.0,83,6,83 years 06 months,anomaly,
2015-05-01,CENTRAL AREA,4 ROOM,1F,CANTONMENT RD,07 TO 09,94.0,Type S1,2011,825000.0,Jan2015-Dec2016 (Registration),94.0,83,6,83 years 06 months,anomaly,
